Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
108,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 9,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851599,
109,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 12,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851602,
110,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 13,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851603,
111,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 16,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201855576,
112,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 17,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201855577,
113,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 18,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201855578,
114,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Orthoavulavirus,,Avian orthoavulavirus 19,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201855579,
115,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Paraavulavirus,,Avian paraavulavirus 3,1,ssRNA(-),"Renamed,Moved,Assigned as Type Species,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851593,
116,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Avulavirinae,Paraavulavirus,,Avian paraavulavirus 4,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851594,
117,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Metaparamyxovirinae,Synodonvirus,,Synodus paramyxovirus,1,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856472,
118,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Aquaparamyxovirus,,Salmon aquaparamyxovirus,1,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851589,
119,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Ferlavirus,,Reptilian ferlavirus,1,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851605,
120,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Cedar henipavirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851607,
121,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Ghanaian bat henipavirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851608,
122,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Hendra henipavirus,1,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851609,
123,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Mojiang henipavirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851610,
124,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Henipavirus,,Nipah henipavirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851611,
125,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Beilong jeilongvirus,1,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856453,
126,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Jun jeilongvirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856454,
127,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Lophuromys jeilongvirus 1,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856455,
128,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Lophuromys jeilongvirus 2,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856456,
129,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Myodes jeilongvirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856457,
130,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Jeilongvirus,,Tailam jeilongvirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856458,
131,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Canine morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851613,
132,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Cetacean morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851614,
133,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Feline morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851615,
134,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Measles morbillivirus,1,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851616,
135,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Phocine morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851617,
136,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Rinderpest morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851618,
137,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Morbillivirus,,Small ruminant morbillivirus,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851619,
138,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Mossman narmovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856460,
139,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Myodes narmovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856461,
140,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Nariva narmovirus,1,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856462,
141,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Narmovirus,,Tupaia narmovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856463,
142,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Bovine respirovirus 3,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851621,
143,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Caprine respirovirus 3,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856464,
144,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Human respirovirus 1,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851622,
145,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Human respirovirus 3,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851623,
146,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Murine respirovirus,1,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851624,
147,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Respirovirus,,Porcine respirovirus 1,0,ssRNA(-),"Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851625,
148,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Orthoparamyxovirinae,Salemvirus,,Salem salemvirus,1,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856466,
149,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Bat mumps orthorubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851629,
150,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Human orthorubulavirus 2,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851630,
151,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Human orthorubulavirus 4,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851631,
152,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Mammalian orthorubulavirus 5,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851632,
153,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Mapuera orthorubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851633,
154,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Mumps orthorubulavirus,1,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851635,
155,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Porcine orthorubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851636,
156,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Orthorubulavirus,,Simian orthorubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851637,
157,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Achimota pararubulavirus 1,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851627,
158,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Achimota pararubulavirus 2,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851628,
159,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Menangle pararubulavirus,1,ssRNA(-),"Renamed,Moved,Assigned as Type Species,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851634,
160,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Sosuga pararubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851638,
161,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Teviot pararubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851639,
162,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Tioman pararubulavirus,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851640,
163,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Tuhoko pararubulavirus 1,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851641,
164,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Tuhoko pararubulavirus 2,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851642,
165,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,Rubulavirinae,Pararubulavirus,,Tuhoko pararubulavirus 3,0,ssRNA(-),"Renamed,Moved,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201851643,
166,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,,,Cynoglossus paramyxovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856473,
167,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,,,Hoplichthys paramyxovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856474,
168,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Paramyxoviridae,,,,Scoliodon paramyxovirus,0,ssRNA(-),"New,",34,2018.011M.A.v1.Paramyxoviridae.zip,ICTVonline=201856475,
169,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Metapneumovirus,,Avian metapneumovirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851647,
170,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Metapneumovirus,,Human metapneumovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851648,
171,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Bovine orthopneumovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851650,
172,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Human orthopneumovirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851651,
173,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Pneumoviridae,,Orthopneumovirus,,Murine orthopneumovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851652,
174,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Arboretum almendravirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851656,
175,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Balsa almendravirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851657,
176,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Coot Bay almendravirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851658,
177,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Puerto Almendras almendravirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851659,
178,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Almendravirus,,Rio Chico almendravirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851660,
179,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Alphanemrhavirus,,Xingshan alphanemrhavirus,1,ssRNA(-),"New,",34,2018.001M.A.v1.Alphanemrhavirus.zip,ICTVonline=201856519,
180,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Alphanemrhavirus,,Xinzhou alphanemrhavirus,0,ssRNA(-),"New,",34,2018.001M.A.v1.Alphanemrhavirus.zip,ICTVonline=201856520,
181,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Caligrhavirus,,Caligus caligrhavirus,0,ssRNA(-),"New,",34,2018.002M.A.v1.Caligrhavirus.zip,ICTVonline=201856556,
182,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Caligrhavirus,,Lepeophtheirus caligrhavirus,1,ssRNA(-),"New,",34,2018.002M.A.v1.Caligrhavirus.zip,ICTVonline=201856554,
183,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Caligrhavirus,,Salmonlouse caligrhavirus,0,ssRNA(-),"New,",34,2018.002M.A.v1.Caligrhavirus.zip,ICTVonline=201856555,
184,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Curionopolis curiovirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851662,
185,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Iriri curiovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851663,
186,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Itacaiunas curiovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851664,
187,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Curiovirus,,Rochambeau curiovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851665,
188,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Alfalfa dwarf cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851667,
189,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Barley yellow striate mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851668,
190,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Broccoli necrotic yellows cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851669,
191,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Colocasia bobone disease-associated cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851670,
192,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Festuca leaf streak cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851671,
193,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Lettuce necrotic yellows cytorhabdovirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851672,
194,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Lettuce yellow mottle cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851673,
195,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Northern cereal mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851674,
196,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Sonchus cytorhabdovirus 1,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851675,
197,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Strawberry crinkle cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851676,
198,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Cytorhabdovirus,,Wheat American striate mosaic cytorhabdovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851677,
199,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Citrus chlorotic spot dichorhavirus,0,ssRNA(-),"New,",34,2018.003M.A.v1.Dichorhavirus_3sp.zip,ICTVonline=201856289,
200,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Citrus leprosis N dichorhavirus,0,ssRNA(-),"New,",34,2018.003M.A.v1.Dichorhavirus_3sp.zip,ICTVonline=201856287,
201,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Clerodendrum chlorotic spot dichorhavirus,0,ssRNA(-),"New,",34,2018.003M.A.v1.Dichorhavirus_3sp.zip,ICTVonline=201856288,
202,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Coffee ringspot dichorhavirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851679,
203,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Dichorhavirus,,Orchid fleck dichorhavirus,1,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851680,
204,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Adelaide River ephemerovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851682,
205,Riboviria,,,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,,Ephemerovirus,,Berrimah ephemerovirus,0,ssRNA(-),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201851683,
